method,period,monthly_return
volatility_expansion,2020-05,-0.00228399965692198
volatility_expansion,2020-08,-0.01584666346573724
volatility_expansion,2020-09,0.0009549081951010605
volatility_expansion,2020-10,-0.01142777377132874
volatility_expansion,2020-11,-0.0031800083659018624
volatility_expansion,2020-12,-0.013087669306292469
volatility_expansion,2021-01,-0.006509032074999339
volatility_expansion,2021-02,-0.00843624990905496
volatility_expansion,2021-04,-0.00014719622207866247
volatility_expansion,2021-05,-0.0011084031393148307
volatility_expansion,2021-06,-0.039773345057586305
volatility_expansion,2021-07,-0.02340812492601488
volatility_expansion,2021-08,-0.02047083999920204
volatility_expansion,2021-09,-0.002097938819776068
volatility_expansion,2021-10,-0.007948439730753125
volatility_expansion,2021-11,0.0026803935361589828
volatility_expansion,2021-12,-0.0012484358958562245
volatility_expansion,2022-02,0.001871148395552554
volatility_expansion,2022-03,-0.012586453558071281
volatility_expansion,2022-04,-0.005782897615193848
volatility_expansion,2022-05,-0.011973543285715151
volatility_expansion,2022-06,-0.0009619156772678152
volatility_expansion,2022-07,-0.005993725334286468
volatility_expansion,2022-08,-0.005047700963179315
volatility_expansion,2022-09,-0.017982166664961097
volatility_expansion,2022-10,-0.020578198031945764
volatility_expansion,2022-11,-0.0014918130118612536
volatility_expansion,2022-12,-0.010529730474458418
volatility_expansion,2023-01,-0.013665610667749094
volatility_expansion,2023-02,-0.013966267717039028
volatility_expansion,2023-03,0.0023811188455961116
volatility_expansion,2023-04,-0.000149306030644154
volatility_expansion,2023-05,-0.000375009803448788
volatility_expansion,2023-06,-0.024789425637704383
volatility_expansion,2023-07,-0.0010709158864635447
volatility_expansion,2023-08,-0.024542972431949545
volatility_expansion,2023-09,0.018463948868943127
volatility_expansion,2023-10,-0.001957760028567549
volatility_expansion,2023-11,-0.009152451046142278
volatility_expansion,2023-12,-0.008656890834192906
volatility_expansion,2024-01,-0.00047187188548933454
volatility_expansion,2024-02,-0.0028343675689662807
volatility_expansion,2024-03,0.0012813893782265121
volatility_expansion,2024-06,0.000325996909445976
volatility_expansion,2024-07,-0.000196387671873652
volatility_expansion,2024-09,-0.017175549732160744
